playerID,tmID,target_year,height,weight,is_guard,is_forward,is_center,college_score,has_college,coach_win_pct,coach_playoff_wins,team_win_pct,team_conf_rank,team_made_playoffs,won_rookie_of_the_year
milleco01w,WAS,2,69.0,140,1,0,0,1,1,0.5,0,0.4375,4.5,1,0
milleke01w,CHA,2,70.0,140,1,0,0,1,1,0.2812412112121496,0,0.25,8.0,1,0
moisead01w,PHO,2,66.0,140,1,0,0,0,0,0.5,0,0.625,4.0,1,0
moweje01w,POR,2,77.0,236,0,0,1,1,1,0.3124902346801663,0,0.3125,7.0,1,0
nolande01w,DET,2,69.0,147,1,1,0,1,1,0.5,0,0.4375,4.5,1,0
pavlimi01w,UTA,2,75.0,175,0,1,1,1,1,0.5,0,0.5625,5.0,1,0
radunha01w,NYL,2,75.0,187,0,0,1,0,0,0.6249804693603326,4,0.625,1.0,1,0
randase01w,SEA,2,69.0,164,1,0,0,1,1,0.18749414080809976,0,0.1875,8.0,1,0
rileyru01w,MIA,2,77.0,198,0,0,1,1,1,0.4062373050842161,0,0.40625,6.0,1,0
santoke01w,DET,2,75.0,188,0,1,0,0,0,0.5,0,0.4375,4.5,1,0
saundja01w,PHO,2,71.0,145,0,1,0,1,1,0.5,0,0.625,4.0,1,0
saureau01w,WAS,2,70.0,163,1,0,0,0,0,0.5,0,0.4375,4.5,1,0
schumke01w,IND,2,77.0,183,0,0,1,1,1,0.5,0,0.28125,7.0,1,0
schwege01w,MIN,2,72.0,160,1,1,0,1,1,0.4687353520202494,0,0.46875,6.0,1,0
spornra01w,DET,2,74.0,150,0,1,0,0,0,0.5,0,0.4375,4.5,1,0
stafftr01w,HOU,2,73.0,180,0,1,0,1,1,0.843723633636449,6,0.84375,2.0,1,0
stileja01w,POR,2,68.0,144,1,0,0,1,1,0.3124902346801663,0,0.3125,7.0,1,1
stockta01w,WAS,2,74.0,165,0,1,1,1,1,0.5,0,0.4375,4.5,1,0
suttota01w,CHA,2,76.0,199,0,0,1,1,1,0.2812412112121496,0,0.25,8.0,1,0
taylope01w,CLE,2,73.0,168,0,1,0,0,0,0.5312333989562826,3,0.53125,2.0,1,0
torrele01w,MIA,2,75.0,171,0,0,1,1,1,0.4062373050842161,0,0.40625,6.0,1,0
tuvicsl01w,PHO,2,76.0,194,0,0,1,0,0,0.5,0,0.625,4.0,1,0
vealkr01w,PHO,2,70.0,150,1,0,0,0,0,0.5,0,0.625,4.0,1,0
walsema01w,SAC,2,74.0,184,0,1,0,1,1,0.6562294928283492,0,0.65625,3.0,1,0
whitiva01w,MIN,2,74.0,199,0,1,1,1,1,0.4687353520202494,0,0.46875,6.0,1,0
whittje01w,WAS,2,77.0,176,0,0,1,0,0,0.5,0,0.4375,4.5,1,0
williwe01w,LAS,2,67.0,141,1,0,0,1,1,0.8749726571044656,2,0.875,1.0,1,0
wolvean01w,CLE,2,75.0,205,0,1,1,1,1,0.5312333989562826,3,0.53125,2.0,1,0
wyckobr01w,ORL,2,73.0,183,0,1,0,1,1,0.499984375488266,1,0.5,3.0,1,0
wynneda01w,SAC,2,74.0,175,0,1,0,1,1,0.6562294928283492,0,0.65625,3.0,1,0
youngca01w,POR,2,69.0,175,1,0,0,1,1,0.3124902346801663,0,0.3125,7.0,1,0
aguilel01w,UTA,3,67.0,165,1,0,0,1,1,0.7368033261407294,0,0.59375,3.5,1,0
ambermo01w,SAC,3,76.0,169,0,1,0,1,1,0.6999650017499125,3,0.625,2.0,1,0
berthlu01w,CLE,3,74.0,188,0,1,1,1,1,0.6093654786643958,4,0.6875,1.0,1,0
birdsu01w,SEA,3,69.0,150,1,0,0,1,1,0.2499960938110342,0,0.3125,8.0,1,0
bonfisu01w,PHO,3,68.0,145,1,0,0,0,0,0.4062373050842161,0,0.40625,5.0,1,0
brownki01w,WAS,3,70.0,134,1,0,0,1,1,0.5,0,0.3125,7.0,1,0
cashsw01w,DET,3,73.0,162,0,1,0,1,1,0.5,0,0.3125,7.0,1,0
castriz01w,MIA,3,72.0,140,1,1,0,0,0,0.515616943485258,1,0.625,3.0,1,0
catchta01w,IND,3,73.0,167,0,1,0,1,1,0.3124902346801663,0,0.3125,7.0,1,1
